tick_us,arm_id,record_kind,meta_seed,meta_iteration_id,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j7_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j7_vel,j1_trq,j2_trq,j3_trq,j4_trq,j5_trq,j6_trq,j7_trq,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_fx,ee_fy,ee_fz,ee_tx,ee_ty,ee_tz,nav_dx,nav_dy,nav_dz,ttip_temp,irr_flow,suc_flow,co2_insuf,us_present,ala_uv,imri_active,estop_state,safety_zone,robot_state,heartbeat_ok,tick_align_flag
133000,ARM_1,MIXED,20260510,run_00001,0.0037,0.0074,0.0075,0.0126,0.0174,0.022,0.0246,0.3006,0.3002,0.3004,0.3008,0.2999,0.3,0.2984,0.2597,0.261,0.2656,0.2669,0.2681,0.27,0.2701,99.96,0.63,80.16,1.0,0.0033,0.0,0.0,0.008,0.802,0.007,-0.0001,0.0509,-0.0004,0.053,0.016,0.026,35.9,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
133000,ARM_2,MIXED,20260510,run_00001,0.1257,0.2459,0.3485,0.4282,0.4779,0.5005,0.487,0.2888,0.2619,0.2157,0.1551,0.0849,0.0101,-0.0674,0.3253,0.3746,0.3989,0.3957,0.3681,0.3135,0.2415,126.76,50.47,86.45,0.9918,0.128,0.0,0.0,0.352,0.483,0.303,0.0131,0.0489,0.0036,-0.095,-0.043,-0.104,36.02,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
133000,ARM_3,MIXED,20260510,run_00001,0.2423,0.4234,0.4992,0.4481,0.2853,0.0503,-0.197,0.2645,0.1578,0.0155,-0.1318,-0.2449,-0.3003,-0.2775,0.3736,0.3957,0.3187,0.1629,-0.0377,-0.2253,-0.3577,147.43,98.53,92.53,0.9681,0.2506,0.0,0.0,0.847,0.422,0.826,0.0235,0.0443,0.0057,0.069,0.045,-0.028,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
133000,ARM_4,MIXED,20260510,run_00001,0.3413,0.4992,0.3843,0.0571,-0.299,-0.4935,-0.4184,0.2173,0.0172,-0.1923,-0.2978,-0.2395,-0.0502,0.1662,0.3989,0.3213,0.0687,-0.221,-0.3894,-0.3457,-0.1143,162.73,143.68,98.42,0.9293,0.3694,0.0,0.0,0.695,0.033,0.759,0.0353,0.0367,0.0112,-0.082,-0.016,0.05,36.11,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
134000,ARM_1,MIXED,20260510,run_00001,0.0044,0.0069,0.0086,0.0133,0.0155,0.02,0.0243,0.3009,0.2983,0.299,0.3017,0.3004,0.2997,0.298,0.2584,0.2628,0.2638,0.2637,0.2678,0.2693,0.2726,100.01,0.7,80.1,1.0,0.0033,0.0,0.0,0.012,0.794,0.013,0.0004,0.0501,0.0019,0.009,-0.06,-0.039,35.98,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
134000,ARM_2,MIXED,20260510,run_00001,0.1266,0.2468,0.3455,0.4276,0.48,0.5,0.4862,0.2908,0.2598,0.2145,0.1535,0.0855,0.0086,-0.0659,0.3266,0.3756,0.3967,0.3959,0.3644,0.3154,0.2382,126.71,50.34,86.37,0.9918,0.128,0.0,0.0,0.34,0.493,0.312,0.0119,0.048,0.0051,-0.027,-0.049,-0.008,36.0,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
134000,ARM_3,MIXED,20260510,run_00001,0.2434,0.4236,0.4989,0.4487,0.2865,0.0505,-0.197,0.2628,0.1586,0.0168,-0.1314,-0.2467,-0.2988,-0.276,0.3739,0.3965,0.3182,0.1599,-0.0365,-0.2245,-0.3568,147.38,98.53,92.52,0.9681,0.2506,0.0,0.0,0.85,0.415,0.822,0.0247,0.044,0.007,0.053,0.013,-0.033,35.92,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
134000,ARM_4,MIXED,20260510,run_00001,0.3432,0.4969,0.3819,0.0581,-0.2989,-0.4909,-0.4171,0.2166,0.0164,-0.1923,-0.2985,-0.2415,-0.0531,0.1657,0.3978,0.3188,0.0677,-0.2204,-0.391,-0.3447,-0.1129,162.71,143.81,98.52,0.9293,0.3694,0.0,0.0,0.705,0.03,0.756,0.0336,0.0351,0.0126,0.016,-0.012,0.113,36.19,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
135000,ARM_1,MIXED,20260510,run_00001,0.0043,0.0077,0.0105,0.0136,0.0175,0.0211,0.0248,0.3008,0.3003,0.2984,0.2996,0.3009,0.3012,0.299,0.2603,0.2604,0.2627,0.2674,0.2678,0.2702,0.272,99.98,0.76,80.17,1.0,0.0034,0.0,0.0,0.022,0.795,0.006,0.0024,0.0493,-0.0,0.012,-0.067,-0.04,35.9,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
135000,ARM_2,MIXED,20260510,run_00001,0.1272,0.2455,0.3479,0.4263,0.4794,0.5011,0.4883,0.2877,0.2618,0.2158,0.1539,0.0855,0.01,-0.0674,0.3275,0.3749,0.398,0.3963,0.365,0.3146,0.2398,126.7,50.38,86.41,0.9918,0.128,0.0,0.0,0.346,0.484,0.311,0.0117,0.0489,0.0035,-0.003,0.062,0.003,36.01,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
135000,ARM_3,MIXED,20260510,run_00001,0.2434,0.4256,0.5,0.4504,0.2853,0.0508,-0.1966,0.2621,0.1587,0.0145,-0.131,-0.2462,-0.2991,-0.2763,0.3718,0.3968,0.3182,0.161,-0.036,-0.226,-0.3574,147.34,98.53,92.53,0.9681,0.2507,0.0,0.0,0.851,0.424,0.819,0.0255,0.0453,0.0057,0.019,0.027,0.005,36.14,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
135000,ARM_4,MIXED,20260510,run_00001,0.344,0.4985,0.3823,0.0561,-0.2986,-0.4921,-0.4162,0.218,0.0174,-0.1928,-0.2967,-0.2412,-0.0515,0.1676,0.3971,0.3199,0.0669,-0.2215,-0.3884,-0.3474,-0.1128,162.76,143.65,98.53,0.9293,0.3694,0.0,0.0,0.692,0.036,0.751,0.0354,0.0357,0.012,-0.019,0.043,-0.061,36.15,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
136000,ARM_1,MIXED,20260510,run_00001,0.0038,0.0053,0.0099,0.0127,0.0154,0.0204,0.023,0.3014,0.3002,0.2992,0.3012,0.3,0.3016,0.2974,0.2623,0.2611,0.2647,0.2657,0.2682,0.271,0.2736,100.02,0.72,80.1,1.0,0.0034,0.0,0.0,0.01,0.799,0.006,-0.0022,0.048,-0.0003,-0.086,-0.021,-0.007,36.08,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
136000,ARM_2,MIXED,20260510,run_00001,0.1278,0.2471,0.3493,0.4296,0.4804,0.5007,0.4878,0.2894,0.2616,0.2143,0.153,0.084,0.0073,-0.0686,0.3251,0.3756,0.3989,0.3948,0.3664,0.3139,0.241,126.73,50.41,86.43,0.9918,0.128,0.0,0.0,0.339,0.49,0.316,0.0128,0.0484,0.0032,0.006,-0.048,-0.009,36.18,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
136000,ARM_3,MIXED,20260510,run_00001,0.2437,0.4236,0.5002,0.4484,0.2865,0.0497,-0.1981,0.2618,0.1587,0.0161,-0.1311,-0.248,-0.2969,-0.2741,0.3746,0.3952,0.3184,0.1614,-0.0384,-0.2241,-0.3575,147.53,98.64,92.51,0.9681,0.2507,0.0,0.0,0.849,0.419,0.818,0.0228,0.0412,0.0081,-0.043,0.132,-0.037,36.07,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
136000,ARM_4,MIXED,20260510,run_00001,0.3427,0.5,0.3838,0.057,-0.301,-0.4913,-0.4177,0.2178,0.0156,-0.1938,-0.2988,-0.2416,-0.0518,0.1647,0.3975,0.3183,0.0675,-0.2205,-0.3883,-0.3433,-0.1111,162.68,143.68,98.54,0.9293,0.3694,0.0,0.0,0.699,0.037,0.761,0.0355,0.0345,0.0117,0.006,0.083,0.01,36.05,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
137000,ARM_1,MIXED,20260510,run_00001,0.0038,0.007,0.0088,0.0137,0.0155,0.0194,0.0229,0.2998,0.2991,0.3006,0.2992,0.3005,0.3011,0.2996,0.2589,0.2617,0.2637,0.2675,0.268,0.2717,0.2729,100.01,0.68,80.22,1.0,0.0034,0.0,0.0,0.014,0.798,0.014,-0.0015,0.0496,0.0004,0.032,-0.113,0.08,36.07,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
137000,ARM_2,MIXED,20260510,run_00001,0.1281,0.2468,0.348,0.4299,0.4798,0.5006,0.4851,0.2911,0.26,0.2175,0.1549,0.0852,0.0099,-0.0667,0.3275,0.3755,0.3989,0.395,0.3665,0.3119,0.2385,126.71,50.35,86.38,0.9918,0.1281,0.0,0.0,0.339,0.486,0.324,0.0125,0.0474,0.0037,0.047,0.045,0.018,36.02,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
137000,ARM_3,MIXED,20260510,run_00001,0.2439,0.4256,0.4991,0.449,0.2849,0.0507,-0.1966,0.2616,0.1581,0.0172,-0.1316,-0.247,-0.2988,-0.2755,0.3747,0.3974,0.3188,0.1616,-0.0353,-0.2256,-0.3574,147.45,98.51,92.53,0.9681,0.2507,0.0,0.0,0.848,0.424,0.827,0.0252,0.0437,0.008,0.001,0.071,-0.051,36.03,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
137000,ARM_4,MIXED,20260510,run_00001,0.3446,0.4993,0.3823,0.0563,-0.2996,-0.4936,-0.4168,0.2184,0.0176,-0.1929,-0.2983,-0.2409,-0.051,0.1656,0.3985,0.3207,0.0681,-0.2198,-0.3895,-0.345,-0.1128,162.74,143.62,98.43,0.9292,0.3695,0.0,0.0,0.708,0.032,0.763,0.0335,0.0352,0.0111,0.029,-0.047,0.033,36.05,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
138000,ARM_1,MIXED,20260510,run_00001,0.0037,0.008,0.0115,0.0134,0.0183,0.0225,0.0237,0.3007,0.2989,0.2997,0.2988,0.3001,0.299,0.2985,0.2597,0.2601,0.2646,0.2665,0.2684,0.2697,0.272,100.04,0.73,80.13,1.0,0.0034,0.0,0.0,0.016,0.801,0.017,0.0005,0.0488,-0.0007,-0.001,-0.056,0.107,36.06,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
138000,ARM_2,MIXED,20260510,run_00001,0.1257,0.2473,0.3478,0.4277,0.4795,0.4986,0.4874,0.2908,0.2612,0.2156,0.1562,0.0828,0.0091,-0.0677,0.3281,0.3747,0.3999,0.3953,0.3653,0.3132,0.2404,126.76,50.42,86.42,0.9918,0.1281,0.0,0.0,0.34,0.493,0.322,0.0132,0.0475,0.0038,-0.015,0.032,0.074,35.92,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
138000,ARM_3,MIXED,20260510,run_00001,0.2436,0.4263,0.4986,0.45,0.2874,0.0519,-0.1988,0.2623,0.1596,0.015,-0.1321,-0.2455,-0.2976,-0.2783,0.3738,0.3968,0.3177,0.1601,-0.0372,-0.2253,-0.358,147.47,98.53,92.56,0.9681,0.2507,0.0,0.0,0.85,0.418,0.822,0.0235,0.0427,0.0089,0.046,-0.128,-0.041,36.1,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
138000,ARM_4,MIXED,20260510,run_00001,0.3428,0.4987,0.3825,0.0548,-0.3014,-0.4928,-0.4173,0.2175,0.0165,-0.1943,-0.2991,-0.2416,-0.0516,0.1659,0.3975,0.3183,0.0684,-0.2224,-0.3898,-0.3459,-0.114,162.56,143.7,98.46,0.9292,0.3695,0.0,0.0,0.7,0.027,0.754,0.0336,0.0384,0.0101,-0.012,-0.022,-0.024,36.15,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
139000,ARM_1,MIXED,20260510,run_00001,0.0029,0.0049,0.0105,0.0128,0.0175,0.0217,0.0245,0.2989,0.3007,0.3006,0.3006,0.301,0.2989,0.3005,0.2592,0.2594,0.2652,0.2659,0.2667,0.2709,0.2736,100.12,0.7,80.14,1.0,0.0035,0.0,0.0,0.014,0.804,0.014,-0.001,0.0479,-0.0016,-0.041,-0.12,0.044,35.96,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
139000,ARM_2,MIXED,20260510,run_00001,0.1279,0.2465,0.3484,0.4275,0.4794,0.5008,0.4879,0.2893,0.2626,0.2142,0.1555,0.0848,0.0081,-0.0664,0.3268,0.3731,0.3982,0.3961,0.3661,0.3122,0.24,126.69,50.4,86.34,0.9918,0.1281,0.0,0.0,0.34,0.49,0.317,0.0115,0.0483,0.0043,0.021,-0.017,-0.048,36.05,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
139000,ARM_3,MIXED,20260510,run_00001,0.243,0.4243,0.4998,0.4487,0.2858,0.0503,-0.1975,0.2606,0.1591,0.0156,-0.134,-0.2463,-0.2997,-0.2778,0.3741,0.3948,0.3164,0.1587,-0.0387,-0.2251,-0.3568,147.37,98.52,92.53,0.968,0.2508,0.0,0.0,0.843,0.424,0.829,0.0244,0.0455,0.0078,-0.001,-0.149,0.094,36.0,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
139000,ARM_4,MIXED,20260510,run_00001,0.3421,0.4994,0.3826,0.0585,-0.3022,-0.4941,-0.4171,0.2173,0.0163,-0.1918,-0.2981,-0.2392,-0.0512,0.1656,0.3976,0.3194,0.0657,-0.2208,-0.3886,-0.3449,-0.1113,162.7,143.72,98.47,0.9292,0.3695,0.0,0.0,0.696,0.033,0.761,0.0357,0.0367,0.0126,0.022,0.042,-0.006,36.13,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
140000,ARM_1,MIXED,20260510,run_00001,0.0017,0.0069,0.0106,0.015,0.0171,0.0207,0.0241,0.3007,0.2981,0.3013,0.3015,0.2991,0.2982,0.2994,0.2616,0.2617,0.266,0.2665,0.2667,0.2709,0.2723,100.05,0.65,80.18,1.0,0.0035,0.0,0.0,0.022,0.808,0.012,-0.001,0.0509,-0.0004,0.06,0.067,-0.027,35.9,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
140000,ARM_2,MIXED,20260510,run_00001,0.1256,0.245,0.3477,0.4272,0.4813,0.4989,0.4867,0.2905,0.2612,0.2147,0.1554,0.0866,0.0075,-0.0664,0.3278,0.3737,0.398,0.3951,0.3668,0.3145,0.2402,126.75,50.42,86.43,0.9918,0.1281,0.0,0.0,0.342,0.487,0.316,0.0123,0.048,0.0036,0.032,0.056,-0.022,35.96,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
140000,ARM_3,MIXED,20260510,run_00001,0.2419,0.4261,0.4999,0.449,0.2854,0.0494,-0.1995,0.2621,0.1577,0.0145,-0.1342,-0.2461,-0.2989,-0.2765,0.3735,0.3957,0.3176,0.1603,-0.0367,-0.2261,-0.3573,147.39,98.58,92.53,0.968,0.2508,0.0,0.0,0.848,0.424,0.826,0.0246,0.0438,0.0067,-0.005,0.032,0.04,36.03,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
140000,ARM_4,MIXED,20260510,run_00001,0.3425,0.5004,0.3818,0.056,-0.3004,-0.4923,-0.417,0.2187,0.017,-0.1928,-0.2984,-0.2399,-0.051,0.1658,0.3974,0.3217,0.0673,-0.2209,-0.3894,-0.3454,-0.112,162.72,143.6,98.65,0.9292,0.3695,0.0,0.0,0.696,0.037,0.758,0.0341,0.0361,0.0107,-0.05,-0.037,0.034,36.15,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
141000,ARM_1,MIXED,20260510,run_00001,0.0055,0.0064,0.011,0.0134,0.0175,0.0202,0.0246,0.3001,0.2995,0.2996,0.2993,0.2996,0.3033,0.299,0.2598,0.2606,0.2638,0.2651,0.2698,0.2715,0.2727,99.93,0.68,80.23,1.0,0.0035,0.0,0.0,0.019,0.809,0.009,-0.0001,0.0509,-0.0001,0.008,0.017,-0.021,36.01,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
141000,ARM_2,MIXED,20260510,run_00001,0.1266,0.247,0.3497,0.4276,0.48,0.4992,0.4866,0.2911,0.2599,0.216,0.1551,0.0845,0.0104,-0.0685,0.328,0.3742,0.3984,0.3946,0.3653,0.313,0.2394,126.68,50.36,86.49,0.9918,0.1282,0.0,0.0,0.346,0.484,0.318,0.0133,0.047,0.0033,0.002,-0.035,0.01,36.03,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
141000,ARM_3,MIXED,20260510,run_00001,0.2411,0.4253,0.5003,0.4497,0.2848,0.0485,-0.1966,0.2623,0.1598,0.0144,-0.1317,-0.2468,-0.2987,-0.2773,0.3725,0.3947,0.3168,0.159,-0.0384,-0.2242,-0.3573,147.45,98.57,92.58,0.968,0.2508,0.0,0.0,0.856,0.416,0.836,0.0252,0.0436,0.0076,0.031,-0.041,0.068,36.09,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
141000,ARM_4,MIXED,20260510,run_00001,0.3418,0.4988,0.3806,0.0569,-0.2991,-0.4913,-0.4166,0.217,0.0163,-0.1951,-0.2966,-0.2415,-0.0515,0.1665,0.3974,0.3193,0.0671,-0.2203,-0.3899,-0.3439,-0.1104,162.71,143.67,98.47,0.9292,0.3696,0.0,0.0,0.7,0.036,0.763,0.0351,0.0376,0.0109,0.025,-0.009,0.004,36.12,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
142000,ARM_1,MIXED,20260510,run_00001,0.0016,0.008,0.0109,0.0138,0.0182,0.0205,0.0246,0.301,0.3009,0.303,0.2996,0.3015,0.2974,0.2988,0.2599,0.2625,0.2646,0.2668,0.2687,0.2704,0.2731,100.03,0.82,80.13,1.0,0.0035,0.0,0.0,0.009,0.793,0.012,0.0006,0.0496,0.0011,-0.083,-0.001,0.115,35.85,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
142000,ARM_2,MIXED,20260510,run_00001,0.1282,0.2481,0.3489,0.4298,0.4791,0.4994,0.4879,0.2909,0.261,0.2141,0.1557,0.0843,0.0094,-0.0682,0.3262,0.3753,0.3972,0.3954,0.3673,0.3123,0.2391,126.66,50.35,86.51,0.9917,0.1282,0.0,0.0,0.346,0.489,0.32,0.0145,0.048,0.005,0.011,-0.014,-0.08,36.09,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
142000,ARM_3,MIXED,20260510,run_00001,0.2418,0.4243,0.4979,0.4497,0.2846,0.049,-0.1963,0.2626,0.1588,0.016,-0.1329,-0.2455,-0.2972,-0.2768,0.3744,0.3937,0.3188,0.1608,-0.0377,-0.226,-0.3581,147.52,98.58,92.46,0.968,0.2508,0.0,0.0,0.845,0.425,0.826,0.0264,0.0417,0.0081,-0.045,-0.069,0.013,36.06,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
142000,ARM_4,MIXED,20260510,run_00001,0.3428,0.4998,0.3825,0.0574,-0.3007,-0.4915,-0.4165,0.2153,0.0171,-0.1953,-0.2971,-0.2395,-0.0497,0.1652,0.3984,0.3207,0.0676,-0.2222,-0.389,-0.3444,-0.1121,162.77,143.75,98.55,0.9292,0.3696,0.0,0.0,0.687,0.032,0.762,0.0357,0.0368,0.0104,-0.067,-0.008,-0.139,36.11,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
143000,ARM_1,MIXED,20260510,run_00001,0.0053,0.0058,0.0103,0.0151,0.0168,0.0208,0.0252,0.3005,0.2993,0.3012,0.2992,0.3003,0.3019,0.2977,0.26,0.2609,0.2637,0.267,0.2673,0.2712,0.2732,100.01,0.84,80.12,1.0,0.0036,0.0,0.0,0.018,0.811,0.016,0.0002,0.0498,-0.0007,0.034,-0.096,0.031,36.06,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
143000,ARM_2,MIXED,20260510,run_00001,0.1286,0.2451,0.3481,0.4284,0.4799,0.5009,0.4875,0.2907,0.261,0.2176,0.1543,0.0832,0.008,-0.068,0.3288,0.3742,0.3998,0.3968,0.3636,0.3146,0.2406,126.68,50.46,86.46,0.9917,0.1282,0.0,0.0,0.347,0.483,0.315,0.0098,0.0476,0.0047,0.084,0.013,0.046,36.09,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
143000,ARM_3,MIXED,20260510,run_00001,0.244,0.4243,0.4993,0.4473,0.2849,0.0492,-0.199,0.2636,0.1575,0.0156,-0.1311,-0.2486,-0.2968,-0.2749,0.3729,0.395,0.319,0.1606,-0.0375,-0.2266,-0.3577,147.38,98.51,92.52,0.968,0.2509,0.0,0.0,0.856,0.415,0.832,0.0243,0.044,0.0076,0.024,-0.049,0.026,36.02,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
143000,ARM_4,MIXED,20260510,run_00001,0.3425,0.4995,0.3842,0.057,-0.2992,-0.4925,-0.4162,0.2183,0.018,-0.1944,-0.2977,-0.2408,-0.0506,0.1671,0.3967,0.3221,0.0657,-0.2203,-0.3894,-0.3438,-0.1125,162.67,143.7,98.52,0.9292,0.3696,0.0,0.0,0.688,0.036,0.756,0.0337,0.0362,0.0121,-0.008,0.031,-0.006,36.12,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
144000,ARM_1,MIXED,20260510,run_00001,0.0049,0.0065,0.0124,0.0135,0.0178,0.0223,0.0243,0.2987,0.3002,0.3003,0.3007,0.2999,0.2991,0.301,0.2608,0.2629,0.2638,0.2667,0.2698,0.2715,0.2727,100.04,0.7,80.15,1.0,0.0036,0.0,0.0,0.014,0.811,0.008,0.0019,0.0505,0.0012,0.08,-0.022,-0.001,35.95,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
144000,ARM_2,MIXED,20260510,run_00001,0.1281,0.2465,0.3494,0.429,0.4788,0.5008,0.4878,0.2902,0.2606,0.2155,0.1535,0.0835,0.008,-0.07,0.326,0.3745,0.3976,0.3937,0.3653,0.3149,0.2403,126.7,50.46,86.54,0.9917,0.1282,0.0,0.0,0.343,0.486,0.314,0.0137,0.049,0.004,0.049,0.071,-0.005,36.08,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
144000,ARM_3,MIXED,20260510,run_00001,0.2423,0.4236,0.4999,0.4475,0.2871,0.0507,-0.2003,0.2619,0.1598,0.0151,-0.1316,-0.2478,-0.299,-0.2766,0.3746,0.3936,0.3178,0.16,-0.0373,-0.2276,-0.3578,147.33,98.56,92.58,0.968,0.2509,0.0,0.0,0.852,0.423,0.829,0.0236,0.0451,0.0082,-0.029,-0.061,0.044,36.11,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
144000,ARM_4,MIXED,20260510,run_00001,0.3427,0.5004,0.3837,0.0547,-0.3002,-0.4927,-0.4142,0.2169,0.0176,-0.1937,-0.297,-0.2387,-0.0505,0.1678,0.3954,0.318,0.0687,-0.2209,-0.3902,-0.3446,-0.1081,162.68,143.63,98.58,0.9292,0.3696,0.0,0.0,0.699,0.035,0.756,0.0353,0.0363,0.0109,0.024,-0.011,0.015,36.11,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
145000,ARM_1,MIXED,20260510,run_00001,0.0035,0.007,0.0108,0.0126,0.0185,0.0222,0.0277,0.3015,0.3004,0.3001,0.2986,0.2996,0.2995,0.3001,0.2594,0.2618,0.2636,0.2667,0.271,0.2701,0.2718,99.98,0.86,80.17,1.0,0.0036,0.0,0.0,0.01,0.797,0.019,0.002,0.0498,-0.0006,-0.002,-0.002,-0.051,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
145000,ARM_2,MIXED,20260510,run_00001,0.1265,0.2463,0.3477,0.4299,0.4806,0.5023,0.4858,0.2899,0.2607,0.216,0.153,0.0845,0.0081,-0.0685,0.3271,0.3749,0.3956,0.3941,0.3665,0.3145,0.2395,126.76,50.52,86.47,0.9917,0.1283,0.0,0.0,0.348,0.484,0.323,0.0118,0.0493,0.0023,0.058,0.123,0.041,36.03,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
145000,ARM_3,MIXED,20260510,run_00001,0.2427,0.424,0.5006,0.4474,0.2842,0.0487,-0.198,0.2615,0.1593,0.0169,-0.1342,-0.2451,-0.2993,-0.2744,0.3746,0.3944,0.3171,0.1592,-0.0368,-0.2258,-0.356,147.33,98.51,92.61,0.968,0.2509,0.0,0.0,0.857,0.423,0.828,0.0224,0.0414,0.0079,-0.011,-0.041,0.033,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
145000,ARM_4,MIXED,20260510,run_00001,0.3433,0.4984,0.3828,0.0569,-0.3017,-0.4937,-0.4158,0.2192,0.017,-0.1924,-0.2991,-0.2401,-0.049,0.1662,0.3965,0.3179,0.0688,-0.2221,-0.3895,-0.3459,-0.111,162.7,143.68,98.49,0.9292,0.3696,0.0,0.0,0.697,0.032,0.764,0.034,0.0372,0.0109,-0.022,0.045,0.054,36.06,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
146000,ARM_1,MIXED,20260510,run_00001,0.0033,0.0087,0.011,0.013,0.0184,0.0213,0.0244,0.2999,0.2996,0.3007,0.2986,0.2994,0.301,0.2992,0.2591,0.2632,0.2635,0.267,0.2679,0.272,0.2715,99.93,0.8,80.23,1.0,0.0036,0.0,0.0,0.017,0.806,0.007,-0.0002,0.0506,-0.0018,0.029,0.011,0.082,35.97,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
146000,ARM_2,MIXED,20260510,run_00001,0.1263,0.2462,0.3474,0.4315,0.4792,0.4999,0.4876,0.2915,0.2641,0.2135,0.1549,0.0832,0.0089,-0.0691,0.3255,0.375,0.3985,0.3975,0.3667,0.3124,0.239,126.73,50.48,86.36,0.9917,0.1283,0.0,0.0,0.336,0.494,0.31,0.014,0.0478,0.003,0.008,-0.035,0.007,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
146000,ARM_3,MIXED,20260510,run_00001,0.2435,0.4247,0.4989,0.4481,0.2854,0.0485,-0.1994,0.2622,0.1584,0.0162,-0.1324,-0.248,-0.2982,-0.2754,0.3725,0.3966,0.3181,0.1604,-0.0385,-0.226,-0.3561,147.33,98.56,92.53,0.968,0.2509,0.0,0.0,0.851,0.42,0.829,0.025,0.0462,0.0069,-0.036,0.098,0.008,36.13,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
146000,ARM_4,MIXED,20260510,run_00001,0.3435,0.4981,0.3835,0.056,-0.3025,-0.4929,-0.4155,0.2171,0.0159,-0.193,-0.2997,-0.24,-0.0505,0.1654,0.3978,0.3195,0.0657,-0.2212,-0.3894,-0.3449,-0.1102,162.71,143.79,98.46,0.9292,0.3697,0.0,0.0,0.699,0.03,0.758,0.0346,0.035,0.0128,0.041,-0.063,0.002,36.07,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
147000,ARM_1,MIXED,20260510,run_00001,0.0035,0.0086,0.0114,0.0159,0.018,0.023,0.0247,0.3008,0.3005,0.3006,0.3002,0.2984,0.298,0.3006,0.2593,0.2624,0.2671,0.2683,0.2688,0.2705,0.2733,100.07,0.77,80.21,1.0,0.0037,0.0,0.0,0.01,0.805,0.007,-0.0002,0.0495,0.0007,0.087,0.072,-0.029,35.99,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
